ak47cartelwellworn	AK-47 | Cartel (Well-Worn)	20.24	1704.04
ak47casehardenedbattlescarred	AK-47 | Case Hardened (Battle-Scarred)	195.90	16839.98
ak47casehardenedfactorynew	AK-47 | Case Hardened (Factory New)	456.14	39322.42
ak47casehardenedfieldtested	AK-47 | Case Hardened (Field-Tested)	229.82	19381.99
ak47casehardenedminimalwear	AK-47 | Case Hardened (Minimal Wear)	285.59	24500.00
ak47casehardenedwellworn	AK-47 | Case Hardened (Well-Worn)	202.01	17090.00
ak47consequenceofthejinnbattlescarred	AK-47 | Consequence of the Jinn (Battle-Scarred)	87.26	7346.98
ak47consequenceofthejinnfactorynew	AK-47 | Consequence of the Jinn (Factory New)	1042.51	87777.00
ak47consequenceofthejinnfieldtested	AK-47 | Consequence of the Jinn (Field-Tested)	164.40	13842.11
ak47consequenceofthejinnminimalwear	AK-47 | Consequence of the Jinn (Minimal Wear)	296.92	25000.00
ak47consequenceofthejinnwellworn	AK-47 | Consequence of the Jinn (Well-Worn)	106.80	9207.16
ak47craneflightbattlescarred	AK-47 | Crane Flight (Battle-Scarred)	8.27	712.94
ak47craneflightfactorynew	AK-47 | Crane Flight (Factory New)	57.60	4964.66
ak47craneflightfieldtested	AK-47 | Crane Flight (Field-Tested)	13.41	1136.13
ak47craneflightminimalwear	AK-47 | Crane Flight (Minimal Wear)	23.35	1965.83
ak47craneflightwellworn	AK-47 | Crane Flight (Well-Worn)	9.36	788.39
ak47crossfadebattlescarred	AK-47 | Crossfade (Battle-Scarred)	2.10	177.23
ak47crossfadefactorynew	AK-47 | Crossfade (Factory New)	5.95	513.28
ak47crossfadefieldtested	AK-47 | Crossfade (Field-Tested)	2.09	177.93
ak47crossfademinimalwear	AK-47 | Crossfade (Minimal Wear)	3.10	261.28
ak47crossfadewellworn	AK-47 | Crossfade (Well-Worn)	2.17	182.62
ak47elitebuildbattlescarred	AK-47 | Elite Build (Battle-Scarred)	1.64	141.21
ak47elitebuildfactorynew	AK-47 | Elite Build (Factory New)	11.79	1014.66
ak47elitebuildfieldtested	AK-47 | Elite Build (Field-Tested)	1.89	159.45
ak47elitebuildminimalwear	AK-47 | Elite Build (Minimal Wear)	2.93	246.61
ak47elitebuildwellworn	AK-47 | Elite Build (Well-Worn)	1.71	145.80
ak47emeraldpinstripebattlescarred	AK-47 | Emerald Pinstripe (Battle-Scarred)	2.08	178.60
ak47emeraldpinstripefactorynew	AK-47 | Emerald Pinstripe (Factory New)	19.48	1649.99
ak47emeraldpinstripefieldtested	AK-47 | Emerald Pinstripe (Field-Tested)	2.20	185.32
ak47emeraldpinstripeminimalwear	AK-47 | Emerald Pinstripe (Minimal Wear)	3.42	287.90
ak47emeraldpinstripewellworn	AK-47 | Emerald Pinstripe (Well-Worn)	2.08	178.89
ak47fireserpentbattlescarred	AK-47 | Fire Serpent (Battle-Scarred)	568.84	48942.87
ak47fireserpentfactorynew	AK-47 | Fire Serpent (Factory New)	2381.38	200506.39
ak47fireserpentfieldtested	AK-47 | Fire Serpent (Field-Tested)	817.61	68841.13
ak47fireserpentminimalwear	AK-47 | Fire Serpent (Minimal Wear)	1100.00	94811.23
ak47fireserpentwellworn	AK-47 | Fire Serpent (Well-Worn)	767.30	65999.00
ak47firstclassbattlescarred	AK-47 | First Class (Battle-Scarred)	88.47	7519.99
ak47firstclassfactorynew	AK-47 | First Class (Factory New)	224.68	19368.88
ak47firstclassfieldtested	AK-47 | First Class (Field-Tested)	99.90	8411.10
ak47firstclassminimalwear	AK-47 | First Class (Minimal Wear)	155.00	13077.80
ak47firstclasswellworn	AK-47 | First Class (Well-Worn)	86.82	7483.36
ak47frontsidemistybattlescarred	AK-47 | Frontside Misty (Battle-Scarred)	16.85	1440.00
ak47frontsidemistyfactorynew	AK-47 | Frontside Misty (Factory New)	144.22	12431.17
ak47frontsidemistyfieldtested	AK-47 | Frontside Misty (Field-Tested)	17.10	1440.35
ak47frontsidemistyminimalwear	AK-47 | Frontside Misty (Minimal Wear)	30.69	2584.25
ak47frontsidemistywellworn	AK-47 | Frontside Misty (Well-Worn)	17.09	1473.54
ak47fuelinjectorbattlescarred	AK-47 | Fuel Injector (Battle-Scarred)	107.49	9266.30
ak47fuelinjectorfactorynew	AK-47 | Fuel Injector (Factory New)	417.83	36014.13
ak47fuelinjectorfieldtested	AK-47 | Fuel Injector (Field-Tested)	175.00	15086.13
ak47fuelinjectorminimalwear	AK-47 | Fuel Injector (Minimal Wear)	224.12	18869.99
ak47fuelinjectorwellworn	AK-47 | Fuel Injector (Well-Worn)	125.94	10828.03
ak47goldarabesquebattlescarred	AK-47 | Gold Arabesque (Battle-Scarred)	1130.66	97470.78
ak47goldarabesquefactorynew	AK-47 | Gold Arabesque (Factory New)	2374.34	204684.49
ak47goldarabesquefieldtested	AK-47 | Gold Arabesque (Field-Tested)	1484.60	124999.99
ak47goldarabesqueminimalwear	AK-47 | Gold Arabesque (Minimal Wear)	1734.02	146000.00
ak47goldarabesquewellworn	AK-47 | Gold Arabesque (Well-Worn)	1450.00	125000.00
ak47greenlaminatefactorynew	AK-47 | Green Laminate (Factory New)	64.02	5390.28
ak47greenlaminatefieldtested	AK-47 | Green Laminate (Field-Tested)	18.35	1581.82
ak47greenlaminateminimalwear	AK-47 | Green Laminate (Minimal Wear)	18.90	1594.26
ak47greenlaminatewellworn	AK-47 | Green Laminate (Well-Worn)	37.99	3199.00
ak47headshotbattlescarred	AK-47 | Head Shot (Battle-Scarred)	28.71	2430.98
ak47headshotfactorynew	AK-47 | Head Shot (Factory New)	103.88	8746.33
ak47headshotfieldtested	AK-47 | Head Shot (Field-Tested)	33.68	2881.13
ak47headshotminimalwear	AK-47 | Head Shot (Minimal Wear)	51.07	4300.00
ak47headshotwellworn	AK-47 | Head Shot (Well-Worn)	32.65	2749.00
ak47hydroponicbattlescarred	AK-47 | Hydroponic (Battle-Scarred)	914.51	77000.00
ak47hydroponicfactorynew	AK-47 | Hydroponic (Factory New)	5373.10	463122.73
ak47hydroponicfieldtested	AK-47 | Hydroponic (Field-Tested)	1187.68	100000.00
ak47hydroponicminimalwear	AK-47 | Hydroponic (Minimal Wear)	1980.54	170735.78
ak47hydroponicwellworn	AK-47 | Hydroponic (Well-Worn)	1050.00	90517.25
ak47icecoaledbattlescarred	AK-47 | Ice Coaled (Battle-Scarred)	4.34	373.00
ak47icecoaledfactorynew	AK-47 | Ice Coaled (Factory New)	16.15	1359.85
ak47icecoaledfieldtested	AK-47 | Ice Coaled (Field-Tested)	4.46	376.21
ak47icecoaledminimalwear	AK-47 | Ice Coaled (Minimal Wear)	7.47	629.31
ak47icecoaledwellworn	AK-47 | Ice Coaled (Well-Worn)	5.03	433.71
ak47inheritancebattlescarred	AK-47 | Inheritance (Battle-Scarred)	35.70	3065.00
ak47inheritancefactorynew	AK-47 | Inheritance (Factory New)	124.48	10500.00
ak47inheritancefieldtested	AK-47 | Inheritance (Field-Tested)	39.11	3292.90
ak47inheritanceminimalwear	AK-47 | Inheritance (Minimal Wear)	62.23	5240.00
ak47inheritancewellworn	AK-47 | Inheritance (Well-Worn)	38.24	3220.00
ak47jaguarbattlescarred	AK-47 | Jaguar (Battle-Scarred)	83.13	7150.00
ak47jaguarfactorynew	AK-47 | Jaguar (Factory New)	544.60	46948.53
ak47jaguarfieldtested	AK-47 | Jaguar (Field-Tested)	89.04	7499.99
ak47jaguarminimalwear	AK-47 | Jaguar (Minimal Wear)	135.58	11415.56
ak47jaguarwellworn	AK-47 | Jaguar (Well-Worn)	84.99	7326.90
ak47jetsetbattlescarred	AK-47 | Jet Set (Battle-Scarred)	359.78	31015.78
ak47jetsetfactorynew	AK-47 | Jet Set (Factory New)	1370.30	118129.32
ak47jetsetfieldtested	AK-47 | Jet Set (Field-Tested)	395.65	34022.06
ak47jetsetminimalwear	AK-47 | Jet Set (Minimal Wear)	490.52	42286.21
ak47jetsetwellworn	AK-47 | Jet Set (Well-Worn)	388.83	33519.83
ak47junglespraybattlescarred	AK-47 | Jungle Spray (Battle-Scarred)	11.40	981.48
ak47junglesprayfactorynew	AK-47 | Jungle Spray (Factory New)	198.00	17068.97
ak47junglesprayfieldtested	AK-47 | Jungle Spray (Field-Tested)	11.41	982.57
ak47junglesprayminimalwear	AK-47 | Jungle Spray (Minimal Wear)	46.30	3991.10
ak47junglespraywellworn	AK-47 | Jungle Spray (Well-Worn)	11.84	999.89
ak47leetmuseobattlescarred	AK-47 | Leet Museo (Battle-Scarred)	69.70	6008.54
ak47leetmuseofactorynew	AK-47 | Leet Museo (Factory New)	573.00	49266.71
ak47leetmuseofieldtested	AK-47 | Leet Museo (Field-Tested)	194.80	16401.56
ak47leetmuseominimalwear	AK-47 | Leet Museo (Minimal Wear)	263.63	22726.64
ak47leetmuseowellworn	AK-47 | Leet Museo (Well-Worn)	78.50	6755.47
ak47legionofanubisbattlescarred	AK-47 | Legion of Anubis (Battle-Scarred)	34.21	2948.88
ak47legionofanubisfactorynew	AK-47 | Legion of Anubis (Factory New)	62.39	5291.09
ak47legionofanubisfieldtested	AK-47 | Legion of Anubis (Field-Tested)	36.40	3075.00
ak47legionofanubisminimalwear	AK-47 | Legion of Anubis (Minimal Wear)	37.54	3160.44
ak47legionofanubiswellworn	AK-47 | Legion of Anubis (Well-Worn)	34.47	2967.61
ak47midnightlaminatebattlescarred	AK-47 | Midnight Laminate (Battle-Scarred)	2.91	250.69
ak47midnightlaminatefactorynew	AK-47 | Midnight Laminate (Factory New)	16.60	1431.04
ak47midnightlaminatefieldtested	AK-47 | Midnight Laminate (Field-Tested)	2.93	246.43
ak47midnightlaminateminimalwear	AK-47 | Midnight Laminate (Minimal Wear)	7.92	682.62
ak47midnightlaminatewellworn	AK-47 | Midnight Laminate (Well-Worn)	3.08	258.90
ak47neonrevolutionbattlescarred	AK-47 | Neon Revolution (Battle-Scarred)	123.38	10636.13
ak47neonrevolutionfactorynew	AK-47 | Neon Revolution (Factory New)	249.90	21539.46
ak47neonrevolutionfieldtested	AK-47 | Neon Revolution (Field-Tested)	126.08	10615.95
ak47neonrevolutionminimalwear	AK-47 | Neon Revolution (Minimal Wear)	130.68	11263.14
ak47neonrevolutionwellworn	AK-47 | Neon Revolution (Well-Worn)	127.08	10700.00
ak47neonriderbattlescarred	AK-47 | Neon Rider (Battle-Scarred)	43.95	3788.80
ak47neonriderfactorynew	AK-47 | Neon Rider (Factory New)	199.53	16799.99
ak47neonriderfieldtested	AK-47 | Neon Rider (Field-Tested)	45.01	3790.00
ak47neonriderminimalwear	AK-47 | Neon Rider (Minimal Wear)	72.27	6163.51
ak47neonriderwellworn	AK-47 | Neon Rider (Well-Worn)	50.94	4289.00
ak47nightwishbattlescarred	AK-47 | Nightwish (Battle-Scarred)	69.34	5950.00
ak47nightwishfactorynew	AK-47 | Nightwish (Factory New)	117.58	9899.99
ak47nightwishfieldtested	AK-47 | Nightwish (Field-Tested)	73.46	6199.70
ak47nightwishminimalwear	AK-47 | Nightwish (Minimal Wear)	74.52	6274.69
ak47nightwishwellworn	AK-47 | Nightwish (Well-Worn)	69.93	6028.45
ak47nouveaurougebattlescarred	AK-47 | Nouveau Rouge (Battle-Scarred)	5.96	513.19
ak47nouveaurougefactorynew	AK-47 | Nouveau Rouge (Factory New)	67.04	5765.03
ak47nouveaurougefieldtested	AK-47 | Nouveau Rouge (Field-Tested)	8.43	709.99
ak47nouveaurougeminimalwear	AK-47 | Nouveau Rouge (Minimal Wear)	23.16	1949.95
ak47nouveaurougewellworn	AK-47 | Nouveau Rouge (Well-Worn)	5.93	511.30
ak47olivepolycambattlescarred	AK-47 | Olive Polycam (Battle-Scarred)	0.15	12.85
ak47olivepolycamfactorynew	AK-47 | Olive Polycam (Factory New)	0.42	35.15
ak47olivepolycamfieldtested	AK-47 | Olive Polycam (Field-Tested)	0.07	5.90
ak47olivepolycamminimalwear	AK-47 | Olive Polycam (Minimal Wear)	0.12	9.79
ak47olivepolycamwellworn	AK-47 | Olive Polycam (Well-Worn)	0.10	7.98
ak47orbitmk01battlescarred	AK-47 | Orbit Mk01 (Battle-Scarred)	32.31	2785.18
ak47orbitmk01factorynew	AK-47 | Orbit Mk01 (Factory New)	116.70	10028.49
ak47orbitmk01fieldtested	AK-47 | Orbit Mk01 (Field-Tested)	29.76	2562.81
ak47orbitmk01minimalwear	AK-47 | Orbit Mk01 (Minimal Wear)	32.07	2700.00
ak47orbitmk01wellworn	AK-47 | Orbit Mk01 (Well-Worn)	31.21	2690.52
ak47pantheraoncabattlescarred	AK-47 | Panthera onca (Battle-Scarred)	152.48	12873.00
ak47pantheraoncafactorynew	AK-47 | Panthera onca (Factory New)	490.54	42181.36
ak47pantheraoncafieldtested	AK-47 | Panthera onca (Field-Tested)	180.84	15589.32
ak47pantheraoncaminimalwear	AK-47 | Panthera onca (Minimal Wear)	255.87	21543.83
ak47pantheraoncawellworn	AK-47 | Panthera onca (Well-Worn)	152.47	13100.00
ak47phantomdisruptorbattlescarred	AK-47 | Phantom Disruptor (Battle-Scarred)	5.83	499.69
ak47phantomdisruptorfactorynew	AK-47 | Phantom Disruptor (Factory New)	29.09	2449.61
ak47phantomdisruptorfieldtested	AK-47 | Phantom Disruptor (Field-Tested)	5.89	504.03
ak47phantomdisruptorminimalwear	AK-47 | Phantom Disruptor (Minimal Wear)	8.31	700.00
ak47phantomdisruptorwellworn	AK-47 | Phantom Disruptor (Well-Worn)	5.96	513.37
ak47pointdisarraybattlescarred	AK-47 | Point Disarray (Battle-Scarred)	14.37	1249.92
ak47pointdisarrayfactorynew	AK-47 | Point Disarray (Factory New)	77.20	6500.00
ak47pointdisarrayfieldtested	AK-47 | Point Disarray (Field-Tested)	14.37	1238.63
ak47pointdisarrayminimalwear	AK-47 | Point Disarray (Minimal Wear)	22.24	1872.28
ak47pointdisarraywellworn	AK-47 | Point Disarray (Well-Worn)	15.99	1359.99
ak47predatorbattlescarred	AK-47 | Predator (Battle-Scarred)	19.53	1683.80
ak47predatorfactorynew	AK-47 | Predator (Factory New)	100.00	8620.61
ak47predatorfieldtested	AK-47 | Predator (Field-Tested)	11.24	968.45
ak47predatorminimalwear	AK-47 | Predator (Minimal Wear)	12.92	1087.98
ak47predatorwellworn	AK-47 | Predator (Well-Worn)	10.97	923.94
ak47ratrodbattlescarred	AK-47 | Rat Rod (Battle-Scarred)	3.83	330.52
ak47ratrodfactorynew	AK-47 | Rat Rod (Factory New)	87.02	7501.82
ak47ratrodfieldtested	AK-47 | Rat Rod (Field-Tested)	3.88	332.64
ak47ratrodminimalwear	AK-47 | Rat Rod (Minimal Wear)	7.59	641.04
ak47ratrodwellworn	AK-47 | Rat Rod (Well-Worn)	3.85	330.99
ak47redlaminatebattlescarred	AK-47 | Red Laminate (Battle-Scarred)	55.69	4690.00
ak47redlaminatefieldtested	AK-47 | Red Laminate (Field-Tested)	53.54	4615.86
ak47redlaminateminimalwear	AK-47 | Red Laminate (Minimal Wear)	112.13	9599.99
ak47redlaminatewellworn	AK-47 | Red Laminate (Well-Worn)	54.82	4685.00
ak47redlinebattlescarred	AK-47 | Redline (Battle-Scarred)	26.47	2280.00
ak47redlinefieldtested	AK-47 | Redline (Field-Tested)	30.27	2549.00
ak47redlineminimalwear	AK-47 | Redline (Minimal Wear)	156.78	13513.53
ak47redlinewellworn	AK-47 | Redline (Well-Worn)	27.32	2319.99
ak47safarimeshbattlescarred	AK-47 | Safari Mesh (Battle-Scarred)	0.07	6.09
ak47safarimeshfactorynew	AK-47 | Safari Mesh (Factory New)	9.00	775.78
ak47safarimeshfieldtested	AK-47 | Safari Mesh (Field-Tested)	0.07	5.80
ak47safarimeshminimalwear	AK-47 | Safari Mesh (Minimal Wear)	0.25	20.92
ak47safarimeshwellworn	AK-47 | Safari Mesh (Well-Worn)	0.08	6.90
ak47safetynetbattlescarred	AK-47 | Safety Net (Battle-Scarred)	2.95	248.41
ak47safetynetfactorynew	AK-47 | Safety Net (Factory New)	20.64	1737.99
ak47safetynetfieldtested	AK-47 | Safety Net (Field-Tested)	2.88	242.72
ak47safetynetminimalwear	AK-47 | Safety Net (Minimal Wear)	4.17	359.32
ak47safetynetwellworn	AK-47 | Safety Net (Well-Worn)	3.19	268.34
ak47searingragebattlescarred	AK-47 | Searing Rage (Battle-Scarred)	4.52	389.49
ak47searingragefactorynew	AK-47 | Searing Rage (Factory New)	23.40	1970.00
ak47searingragefieldtested	AK-47 | Searing Rage (Field-Tested)	4.89	411.58
ak47searingrageminimalwear	AK-47 | Searing Rage (Minimal Wear)	6.76	574.67
ak47searingragewellworn	AK-47 | Searing Rage (Well-Worn)	4.58	394.75
ak47slatebattlescarred	AK-47 | Slate (Battle-Scarred)	3.75	323.45
ak47slatefactorynew	AK-47 | Slate (Factory New)	17.34	1460.00
ak47slatefieldtested	AK-47 | Slate (Field-Tested)	4.15	349.28
ak47slateminimalwear	AK-47 | Slate (Minimal Wear)	6.38	536.79
ak47slatewellworn	AK-47 | Slate (Well-Worn)	3.77	324.71
ak47steeldeltabattlescarred	AK-47 | Steel Delta (Battle-Scarred)	1.90	163.63
ak47steeldeltafactorynew	AK-47 | Steel Delta (Factory New)	19.38	1670.39
ak47steeldeltafieldtested	AK-47 | Steel Delta (Field-Tested)	1.88	162.16
ak47steeldeltaminimalwear	AK-47 | Steel Delta (Minimal Wear)	3.19	268.36
ak47steeldeltawellworn	AK-47 | Steel Delta (Well-Worn)	1.91	164.49
ak47theempressbattlescarred	AK-47 | The Empress (Battle-Scarred)	111.99	9494.83
ak47theempressfactorynew	AK-47 | The Empress (Factory New)	232.52	19577.75
ak47theempressfieldtested	AK-47 | The Empress (Field-Tested)	112.41	9670.42
ak47theempressminimalwear	AK-47 | The Empress (Minimal Wear)	116.95	9996.99
ak47theempresswellworn	AK-47 | The Empress (Well-Worn)	111.60	9620.44
ak47theoligarchbattlescarred	AK-47 | The Oligarch (Battle-Scarred)	31.63	2707.24
ak47theoligarchfactorynew	AK-47 | The Oligarch (Factory New)	307.99	26482.69
ak47theoligarchfieldtested	AK-47 | The Oligarch (Field-Tested)	51.07	4299.99
ak47theoligarchminimalwear	AK-47 | The Oligarch (Minimal Wear)	123.60	10655.35
ak47theoligarchwellworn	AK-47 | The Oligarch (Well-Worn)	33.46	2883.72
ak47theoutsidersbattlescarred	AK-47 | The Outsiders (Battle-Scarred)	5.68	485.00
ak47theoutsidersfactorynew	AK-47 | The Outsiders (Factory New)	82.73	7131.73
ak47theoutsidersfieldtested	AK-47 | The Outsiders (Field-Tested)	6.45	549.93
ak47theoutsidersminimalwear	AK-47 | The Outsiders (Minimal Wear)	14.25	1200.00
ak47theoutsiderswellworn	AK-47 | The Outsiders (Well-Worn)	5.94	500.00
ak47unchartedbattlescarred	AK-47 | Uncharted (Battle-Scarred)	0.57	48.46
ak47unchartedfactorynew	AK-47 | Uncharted (Factory New)	3.10	266.26
ak47unchartedfieldtested	AK-47 | Uncharted (Field-Tested)	0.57	48.20
ak47unchartedminimalwear	AK-47 | Uncharted (Minimal Wear)	0.81	70.00
ak47unchartedwellworn	AK-47 | Uncharted (Well-Worn)	0.77	65.12
ak47varicamogreybattlescarred	AK-47 | VariCamo Grey (Battle-Scarred)	0.08	6.69
ak47varicamogreyfactorynew	AK-47 | VariCamo Grey (Factory New)	0.42	35.12
ak47varicamogreyfieldtested	AK-47 | VariCamo Grey (Field-Tested)	0.05	4.54
ak47varicamogreyminimalwear	AK-47 | VariCamo Grey (Minimal Wear)	0.10	8.25
ak47varicamogreywellworn	AK-47 | VariCamo Grey (Well-Worn)	0.13	9.26
ak47vulcanbattlescarred	AK-47 | Vulcan (Battle-Scarred)	121.17	10399.98
ak47vulcanfactorynew	AK-47 | Vulcan (Factory New)	625.10	52631.57
ak47vulcanfieldtested	AK-47 | Vulcan (Field-Tested)	191.22	16099.95
ak47vulcanminimalwear	AK-47 | Vulcan (Minimal Wear)	397.87	33500.00
ak47vulcanwellworn	AK-47 | Vulcan (Well-Worn)	136.58	11499.99
ak47wastelandrebelbattlescarred	AK-47 | Wasteland Rebel (Battle-Scarred)	84.30	7266.64
ak47wastelandrebelfactorynew	AK-47 | Wasteland Rebel (Factory New)	411.56	35478.96
ak47wastelandrebelfieldtested	AK-47 | Wasteland Rebel (Field-Tested)	84.84	7247.00
ak47wastelandrebelminimalwear	AK-47 | Wasteland Rebel (Minimal Wear)	95.39	8088.68
ak47wastelandrebelwellworn	AK-47 | Wasteland Rebel (Well-Worn)	144.16	12427.68
ak47wildlotusbattlescarred	AK-47 | Wild Lotus (Battle-Scarred)	4346.90	365998.99
ak47wildlotusfactorynew	AK-47 | Wild Lotus (Factory New)	19459.46	1677539.57
ak47wildlotusfieldtested	AK-47 | Wild Lotus (Field-Tested)	8319.99	717116.79
ak47wildlotusminimalwear	AK-47 | Wild Lotus (Minimal Wear)	13001.53	1120821.56
ak47wildlotuswellworn	AK-47 | Wild Lotus (Well-Worn)	5673.00	489051.73
ak47wintergreenbattlescarred	AK-47 | Wintergreen (Battle-Scarred)	0.48	41.54
ak47wintergreenfactorynew	AK-47 | Wintergreen (Factory New)	4.83	406.35
ak47wintergreenfieldtested	AK-47 | Wintergreen (Field-Tested)	0.54	45.38
ak47wintergreenminimalwear	AK-47 | Wintergreen (Minimal Wear)	1.65	141.98
ak47wintergreenwellworn	AK-47 | Wintergreen (Well-Worn)	0.72	60.93
ak47xraybattlescarred	AK-47 | X-Ray (Battle-Scarred)	408.50	35215.52
ak47xrayfactorynew	AK-47 | X-Ray (Factory New)	2758.99	232300.00
ak47xrayfieldtested	AK-47 | X-Ray (Field-Tested)	745.75	64288.80
ak47xrayminimalwear	AK-47 | X-Ray (Minimal Wear)	1253.01	105500.00
ak47xraywellworn	AK-47 | X-Ray (Well-Worn)	512.87	43350.00
alyxpin	Alyx Pin	31.38	2705.09
ambushstickercapsule	Ambush Sticker Capsule	0.79	68.11
antwerp2022ancientsouvenirpackage	Antwerp 2022 Ancient Souvenir Package	8.70	732.35
antwerp2022challengersautographcapsule	Antwerp 2022 Challengers Autograph Capsule	0.27	22.45
antwerp2022challengersstickercapsule	Antwerp 2022 Challengers Sticker Capsule	0.25	21.47
